---- 1 pangram ----
abcdefk ['feedback']
deinstv ['disinvest', 'disinvite', 'distensive', 'evidentness', 'vendettist']
delmnpu ['pendulum', 'unlumped', 'unplumed', 'unpummeled', 'unpummelled']
delmopr ['leperdom', 'meldrop', 'premodel', 'premold', 'premolder']
delnort ['redolent', 'rondelet', 'rondoletto', 'teledendron', 'telodendron']
deloprv ['developer', 'overdevelop', 'predevelop', 'redevelop', 'redeveloper']
dgilnry ['girdingly', 'girdlingly', 'grindingly', 'riddlingly', 'ridgingly']
dginort ['trigonid', 'trigonodont', 'trigonoid', 'tringoid', 'trogonoid']
efgilnt ['felting', 'fettling', 'filleting', 'fleeting', 'neftgil']
efhilns ['elfishness', 'fishline', 'fleshiness', 'fleshliness', 'selfishness']
efhlrsu ['flusher', 'reflush', 'refreshful', 'reshuffle', 'shuffler']
eflnpsu ['penseful', 'pensefulness', 'sleepfulness', 'spleenful', 'suspenseful']
eflnstu ['fluentness', 'lustfulness', 'nestful', 'tunefulness', 'untunefulness']
efloprs ['floppers', 'proofless', 'reproofless', 'sleepproof', 'spellproof']
eghinrs ['greenish', 'greenishness', 'niggerish', 'seringhi', 'sheering']
eghnrst ['enstrengthen', 'restrengthen', 'strength', 'strengthen', 'strengthener']
egilmnt ['gigglement', 'gmelinite', 'melting', 'minglement', 'timeling']
egilnps ['singspiel', 'sleeping', 'spelling', 'spiegeleisen', 'spingel']
egimnpt ['impingement', 'impingent', 'pigment', 'pimgenet', 'tempting']
egimnst ['ensignment', 'meningitis', 'semisegment', 'stemming', 'teemingness']
eginpsw ['insweeping', 'spewing', 'sweeping', 'sweepingness', 'sweepings']
eginrsv ['ingressive', 'ingressiveness', 'regressiveness', 'reversing', 'serving']
eginstv ['ingestive', 'invitingness', 'steeving', 'vesting', 'vignettist']
ehikprs ['heirskip', 'keepership', 'perkish', 'shipkeeper', 'skippership']
ehilprt ['philter', 'philterer', 'prethrill', 'thripel', 'thripple']
ehilpst ['phillipsite', 'pithless', 'sheepsplit', 'shiplet', 'titleship']
ehilrst ['shirtless', 'slither', 'slithers', 'thirstle', 'thirstless']
ehinrtw ['rewhiten', 'therewithin', 'whitener', 'whittener', 'writhen']
ehlorst ['holster', 'hosteler', 'hostler', 'throstle', 'trothless']
ehnrstu ['huntress', 'reshunt', 'shunter', 'turnsheet', 'unshutter']
ehorstv ['overseethe', 'oversheet', 'overshoot', 'overshort', 'overshot']
eiklnrt ['interlink', 'tinkerlike', 'tinkler', 'trinkle', 'trinklet']
eilrstz ['resterilize', 'sterilize', 'sterilizer', 'strelitzi', 'streltzi']
eimnprs ['menisperm', 'menispermine', 'primeness', 'primness', 'spermine']
eimnpst ['emptiness', 'emptins', 'impenitentness', 'sepiment', 'stepminnie']
eimnrtw ['intermew', 'intermewer', 'intertwinement', 'merwinite', 'wintertime']
elmnost ['mettlesomeness', 'monostele', 'nettlesome', 'nonsettlement', 'somnolent']
elmoprt ['leptometer', 'melotrope', 'metropole', 'teletopometer', 'tromple']
elnorst ['entresol', 'rootlessness', 'snortle', 'tenorless', 'torrentless']
elnrstu ['nurselet', 'nurtureless', 'resultlessness', 'returnless', 'trustlessness']
emnprst ['estrepement', 'pesterment', 'presentment', 'representment', 'repressment']
emprstu ['premuster', 'strumpet', 'stumper', 'sumpter', 'supertempt']
enoprst ['postern', 'postponer', 'presentor', 'repostpone', 'sternpost']
enorstw ['nonwestern', 'nornorwest', 'norwest', 'norwester', 'stonewort']
ghilsty ['sightlily', 'sightly', 'slightily', 'slightly', 'slighty']
ghinstu ['husting', 'shunting', 'shutting', 'unsight', 'unsighting']
ghlopty ['photoglyph', 'photoglyphy', 'photology', 'phytology', 'typhlology']
gilnpry ['gripingly', 'grippingly', 'pryingly', 'rippingly', 'ripplingly']
gilnstu ['insulting', 'linguist', 'singult', 'singultus', 'uninsulting']
gilnsty ['insistingly', 'stingily', 'stingingly', 'stintingly', 'styling']
ginorst ['originist', 'ringtoss', 'snorting', 'torsioning', 'trigonitis']
imnopst ['imposition', 'mispoint', 'misposition', 'nonimposition', 'oppositionism']
---- 6 pangrams ----
abcehlt ['attachable', 'catchable', 'chattable', 'cheatable', 'hatchable', 'teachable']
abcelmr ['amerceable', 'cambrel', 'clamber', 'clamberer', 'cramble', 'embraceable']
abcelrs ['berascal', 'calabrasella', 'calabrese', 'scabbler', 'scrabble', 'scrabbler']
abdelns ['baldness', 'bandless', 'bandlessness', 'blandness', 'leadableness', 'sendable']
abdelrw ['awardable', 'bladderweed', 'drawable', 'rewardable', 'warbled', 'wardable']
abelrsv ['beslaver', 'reservable', 'reversable', 'servable', 'severable', 'versable']
abelrtv ['avertable', 'betravel', 'evertebral', 'travelable', 'travellable', 'vertebral']
abemrst ['barmaster', 'beamster', 'beemaster', 'bemaster', 'bestream', 'breastbeam']
acdnort ['accordant', 'acrodont', 'concordant', 'concordat', 'cordant', 'nonconcordant']
acehlst ['latchless', 'satchel', 'scatheless', 'tacheless', 'teachless', 'thatchless']
acehnst ['chasten', 'chasteness', 'enchasten', 'schatchen', 'stanchness', 'stanechat']
aceklns ['alkalescence', 'clankless', 'lacksense', 'slacken', 'slackness', 'snackle']
acelnpt ['aplacental', 'clapnet', 'pentacle', 'placenta', 'placental', 'placentate']
achimrs ['archaicism', 'archaism', 'charism', 'charisma', 'chrisma', 'misarchism']
achimst ['asthmatic', 'cathisma', 'mismatch', 'schismatic', 'schismatism', 'schismatist']
achiprt ['archpatriarch', 'charpit', 'hippiatric', 'patriarch', 'patriarchic', 'phratriac']
achlort ['atrochal', 'chroatol', 'colcothar', 'ochlocrat', 'throatlatch', 'trochal']
achnstu ['acanthus', 'canthus', 'staunch', 'unsnatch', 'unstanch', 'unstaunch']
acilnpt ['ancipital', 'anticapital', 'aplanatic', 'applicant', 'planicipital', 'platinic']
acloprt ['caltrop', 'octopolar', 'proctal', 'proctoral', 'protococcal', 'protocolar']
aclrstu ['claustra', 'claustral', 'crustal', 'lacustral', 'scutular', 'structural']
adeglns ['gladness', 'glandes', 'glandless', 'seladang', 'slendang', 'snaggled']
adehnrs ['denshare', 'hardhandedness', 'hardheadedness', 'hardness', 'redheadedness', 'seerhand']
adehrst ['adsheart', 'headrest', 'hearthstead', 'heartseed', 'sadhearted', 'shatterheaded']
adelmnt ['addlement', 'aldeament', 'lamented', 'mandelate', 'mantled', 'teamland']
adginrt ['antidrag', 'antiradiating', 'darting', 'dignitarian', 'dratting', 'trading']
aefhlrt ['earthfall', 'featherleaf', 'featherlet', 'heartfelt', 'heartleaf', 'leatherleaf']
aeglmnt ['allegement', 'entanglement', 'gentleman', 'managemental', 'tanglement', 'tegmental']
aegnprt ['pageanteer', 'parentage', 'pregenerate', 'pregnant', 'pretannage', 'trepang']
aehlmrt ['haemathermal', 'hamleteer', 'hemathermal', 'lattermath', 'thermal', 'thrammle']
aehlnpt ['elephant', 'elephanta', 'naphthalate', 'naphthalene', 'pentalpha', 'pentathlete']
aehlprs ['harpless', 'papershell', 'phraseless', 'plasher', 'spheral', 'splasher']
aelnpst ['pantaletless', 'pantalets', 'planetless', 'plantless', 'pleasant', 'pleasantness']
aemprst ['metasperm', 'prestamp', 'presteam', 'restamp', 'stamper', 'trampess']
aghlopr ['allograph', 'apographal', 'holograph', 'logograph', 'pallograph', 'polarograph']
agilnrt ['antitragal', 'antralgia', 'rattling', 'ringtail', 'trailing', 'trigintal']
agimrst ['agrammatism', 'grammatist', 'magirist', 'stigmaria', 'trigamist', 'trigrammatism']
aoprstw ['passworts', 'postwar', 'sapwort', 'soapwort', 'sparrowwort', 'strapwort']
beilrsv ['besilver', 'eversible', 'irreversible', 'reversible', 'revisible', 'silverbill']
belnost ['beetlestone', 'bonnetless', 'bootlessness', 'bottlenest', 'bottlenose', 'obsoleteness']
belnstu ['bluntness', 'subtleness', 'subtunnel', 'unblest', 'unsubtle', 'unsubtleness']
cdeilns ['declinedness', 'delicense', 'disincline', 'dislicense', 'licensed', 'silenced']
cefinrt ['frenetic', 'infecter', 'interference', 'interferric', 'reinfect', 'reinterference']
cefnort ['confronte', 'confronter', 'contrefort', 'ferroconcrete', 'ferroconcretor', 'reconfront']
ceginrs ['cringingness', 'isenergic', 'nigrescence', 'rigescence', 'screening', 'scringe']
cehilst ['cheilitis', 'itchless', 'scheelite', 'telesthetic', 'telestich', 'thesicle']
cehinrt ['inheritrice', 'intrench', 'intrencher', 'reintrench', 'threnetic', 'trichechine']
ceikrst ['rickets', 'sticker', 'stickers', 'stricker', 'trickster', 'trickstress']
ceilmrs ['clericism', 'crimeless', 'meliceris', 'merciless', 'semicircle', 'semicleric']
ceinrsv ['recessiveness', 'revirescence', 'reviviscence', 'scriven', 'scrivener', 'virescence']
ceinrtv ['intercivic', 'internecive', 'interreceive', 'intervenience', 'reincentive', 'ventric']
celnstu ['esculent', 'lutescent', 'succulent', 'succulentness', 'unselect', 'unsucculent']
celoprs ['perclose', 'preclose', 'procellose', 'prosocele', 'scleroscope', 'scolecospore']
cemoprt ['coemptor', 'compter', 'copromoter', 'ectropometer', 'proctotome', 'recompete']
cenoprs ['consperse', 'coppernose', 'copresence', 'nonpresence', 'scorpene', 'snooperscope']
cenorsv ['conserve', 'conserver', 'converse', 'converser', 'reconverse', 'sevenscore']
cenprsu ['precensure', 'precensus', 'precuneus', 'spruceness', 'supercensure', 'supercrescence']
cginors ['consignor', 'crossing', 'incrossing', 'nonscoring', 'scissoring', 'scoring']
chilopt ['holoptic', 'hoplitic', 'ophiolitic', 'photophilic', 'phthiocol', 'pitchpoll']
cimoprs ['copromisor', 'microscopic', 'microscopics', 'microsporic', 'microsporosis', 'miscrop']
definrt ['denitrifier', 'different', 'identifier', 'indifferent', 'interfretted', 'reindifferent']
definst ['definiteness', 'diffidentness', 'disinfest', 'fetidness', 'fittedness', 'indefiniteness']
defnrtu ['underfeet', 'underturf', 'unferreted', 'unfettered', 'unrefuted', 'unturfed']
deforst ['deforest', 'deforester', 'defrost', 'defroster', 'forested', 'frosted']
deilnps ['pilledness', 'spindle', 'spindled', 'spindliness', 'splendid', 'splendidness']
deilrst ['distiller', 'listred', 'redistill', 'redistiller', 'striddle', 'trellised']
deilrsv ['deliveress', 'desilver', 'driverless', 'silvered', 'silverside', 'silversides']
deimnpt ['impedient', 'impediment', 'impendent', 'mendipite', 'pediment', 'pedimented']
deinprs ['dispender', 'dispenser', 'dispersedness', 'dreepiness', 'inspired', 'spinder']
deinrsv ['derisiveness', 'derivedness', 'diverseness', 'divineress', 'inversed', 'vindresser']
delnstu ['dustlessness', 'studentless', 'unnestled', 'unsettled', 'unsettledness', 'unsteeled']
demnort ['dendrometer', 'entoderm', 'mordent', 'ondometer', 'tenderometer', 'tormented']
demnost ['desmodont', 'endmost', 'endostome', 'mesodont', 'modestness', 'oddments']
demoprt ['pedometer', 'pedomotor', 'podometer', 'protoderm', 'redemptor', 'toperdom']
denostw ['downset', 'setdown', 'stoneweed', 'stonewood', 'wontedness', 'woodstone']
efghirt ['fighter', 'freight', 'freighter', 'frighter', 'griffithite', 'refight']
efginrt ['ferreting', 'fretting', 'fringent', 'interfering', 'interfinger', 'refringent']
efhilst ['filthless', 'fishlet', 'leftish', 'shelflist', 'shiftless', 'tilefish']
eflortw ['elfwort', 'feltwort', 'felwort', 'floweret', 'flowerlet', 'trollflower']
efoprst ['forepost', 'foresteep', 'forestep', 'pestproof', 'protoforester', 'restproof']
egilmns ['gelsemine', 'gelseminine', 'mismingle', 'semisingle', 'smelling', 'smilingness']
egilnrv ['everliving', 'inveigler', 'relieving', 'reviling', 'riverling', 'vierling']
egilrst ['glister', 'gristle', 'gritless', 'striggle', 'strigiles', 'triggerless']
egimnrs ['energism', 'griminess', 'grimness', 'minnesinger', 'niggerism', 'semiring']
egimnrt ['enregiment', 'immergent', 'intermitting', 'meetinger', 'regiment', 'ringtime']
eginrtw ['intertwining', 'twittering', 'wintergreen', 'wintering', 'wittering', 'writinger']
egnorst ['estrogen', 'gerontes', 'greenstone', 'songster', 'songstress', 'strongness']
ehilrtw ['therewhile', 'wehrlite', 'wheretill', 'whilter', 'whirtle', 'whittler']
ehinstw ['sweetishness', 'swithen', 'whistness', 'whiteness', 'whitishness', 'withness']
ehiprst ['hepteris', 'pertish', 'priestish', 'priestship', 'priestshire', 'treeship']
eilmnps ['limpiness', 'limpness', 'mislippen', 'pimpliness', 'plenism', 'simpleness']
einprtv ['interpretive', 'preinvent', 'preinventive', 'preinvite', 'prevenient', 'preventive']
elmorst ['molester', 'motorless', 'stereotelemeter', 'stormless', 'tremellose', 'tremorless']
fgilnow ['flowing', 'following', 'fowling', 'nonflowing', 'onflowing', 'wolfling']
gilnops ['nonslipping', 'sloping', 'slopping', 'spoiling', 'spongiolin', 'spongiopilin']
hlmopry ['holomorphy', 'morphophyly', 'phyllomorph', 'phyllomorphy', 'polymorph', 'polymorphy']
inoprst ['nonspirit', 'portionist', 'positron', 'proposition', 'protiston', 'sorption']
---- 7 pangrams ----
abcilst ['ballistic', 'ballistics', 'basaltic', 'cabalist', 'cabalistic', 'cabalistical', 'sabbatical']
abdelrs ['baselard', 'beardless', 'bladderless', 'bladderseed', 'breadless', 'breadseller', 'redressable']
abehlrt ['bethrall', 'blather', 'blatherer', 'breathable', 'halbert', 'latherable', 'tetherball']
abgilnr ['balbriggan', 'barling', 'brangling', 'bringal', 'bringall', 'garbling', 'grabbling']
acelnrs ['carelessness', 'carnalness', 'cleanser', 'clearness', 'recalescence', 'recleanse', 'scrannel']
acghint ['agnathic', 'catching', 'chanting', 'chatting', 'gnathic', 'hatching', 'thatching']
aclprsu ['acapsular', 'capsular', 'scapular', 'scrupula', 'scrupular', 'suprascapula', 'suprascapular']
adefhrt ['fathearted', 'fathered', 'feathered', 'featherhead', 'featherheaded', 'freehearted', 'refathered']
adegnrt ['antegarden', 'antegrade', 'degenerate', 'dentagra', 'dragnet', 'gatetender', 'regardant']
adehlns ['addleheadedness', 'handleless', 'handless', 'handsale', 'handsel', 'headlessness', 'shadelessness']
adehlrt ['leatherhead', 'letterhead', 'rattlehead', 'rattleheaded', 'tetrahedral', 'threadle', 'threadlet']
adelmnr ['alderman', 'dreamland', 'elderman', 'malandered', 'mandrel', 'raddleman', 'reddleman']
adelrst ['astraddle', 'deerstealer', 'lestrad', 'saddletree', 'straddle', 'straddler', 'tradeless']
adgilns ['addlings', 'disalign', 'saddling', 'salading', 'salangid', 'sandaling', 'sandling']
aeglnrs ['generalness', 'greaselessness', 'largeness', 'rangeless', 'regalness', 'sangrel', 'snagrel']
aeglrst ['agrestal', 'garterless', 'gastraeal', 'gestalter', 'grateless', 'straggle', 'straggler']
aehnprs ['enseraph', 'preharshness', 'presharpen', 'resharpen', 'sharpen', 'sharpener', 'sharpness']
aelmnst ['matelessness', 'smeltman', 'stallment', 'talesman', 'tamelessness', 'testamental', 'testamentalness']
aelmpst ['attemptless', 'metaplasm', 'metaplast', 'plateasm', 'stample', 'stampless', 'teleplasm']
aelnrtv ['levanter', 'relevant', 'revalenta', 'revelant', 'tervalent', 'tetravalent', 'ventral']
aelrstw ['steelware', 'strawless', 'wartless', 'wastrel', 'waterless', 'wrastle', 'wrastler']
agilnpt ['pantalgia', 'pantiling', 'plaiting', 'planting', 'plantling', 'plating', 'platting']
ahinpst ['antipathist', 'antship', 'assistantship', 'phantasia', 'phantasist', 'saintship', 'tanistship']
bdeilrs ['bilders', 'birdless', 'brideless', 'bridleless', 'derisible', 'irredressible', 'redressible']
bdenrtu ['debenture', 'debentured', 'unbettered', 'unbuttered', 'underburnt', 'undertub', 'unrebutted']
beilmrs ['beslimer', 'brimless', 'immersible', 'irremissible', 'limbers', 'remissible', 'semilimber']
cdeinst ['dentistic', 'dissentience', 'distinctness', 'indecentness', 'indistinctness', 'insected', 'insecticide']
cdeiprt ['decrepit', 'depicter', 'precited', 'precredit', 'predict', 'predirect', 'repredict']
cdemnor ['commender', 'condemner', 'encomendero', 'recommend', 'recommendee', 'recommender', 'recondemn']
cdhiort ['dichroitic', 'diorthotic', 'hidrotic', 'trichoid', 'trichord', 'trochid', 'trochoid']
ceginrt ['centering', 'eccentring', 'energetic', 'erecting', 'gentrice', 'inenergetic', 'trigeneric']
ceginst ['enticingness', 'geneticist', 'genetics', 'gentisic', 'gneissitic', 'ignescent', 'scenting']
cehirst ['erethistic', 'estriche', 'hetericist', 'restitch', 'stitcher', 'striche', 'tritheistic']
cehmort ['chromometer', 'comether', 'echometer', 'hectometer', 'hemochromometer', 'heterochrome', 'trochometer']
ceimnrt ['centimeter', 'increment', 'intermittence', 'merciment', 'minimetric', 'recitement', 'remittence']
ceimprs ['empiricism', 'empirics', 'epispermic', 'imprecise', 'perispermic', 'semicrepe', 'spermic']
celnors ['colorlessness', 'consoler', 'cornless', 'encloser', 'enscroll', 'ensorcell', 'reconsole']
celrstu ['cluster', 'crustless', 'cutleress', 'lecturess', 'scuttler', 'structureless', 'truceless']
cenortv ['controvert', 'controverter', 'convector', 'convert', 'converter', 'convertor', 'reconvert']
cfilmor ['ciliform', 'ciliiform', 'coliform', 'colliform', 'corolliform', 'filiciform', 'microfilm']
chilort ['chloritic', 'chlorotic', 'holotrich', 'lithotritic', 'trichloro', 'trochili', 'trochilic']
chinort ['ochronotic', 'ornithic', 'orthicon', 'orthotonic', 'trichinotic', 'triconch', 'trithionic']
chiopst ['opisthotic', 'photics', 'photistic', 'photoscopic', 'postphthisic', 'sciosophist', 'sophistic']
degilnr ['dreiling', 'dringle', 'engirdle', 'gridelin', 'grindle', 'reedling', 'ridgeling']
deilnrt ['delinter', 'dinitrile', 'interdentil', 'teledendrite', 'tendril', 'tendriled', 'trindle']
deilnst ['dintless', 'disentitle', 'dissilient', 'enlisted', 'lintseed', 'listedness', 'tidelessness']
deilnsw ['swindle', 'wieldiness', 'wildness', 'willedness', 'windles', 'windless', 'windlessness']
deimprs ['demipremise', 'demipremiss', 'dispireme', 'epidermis', 'peridesm', 'predismiss', 'prismed']
deimrst ['dermestid', 'dermitis', 'desertism', 'disesteemer', 'midstreet', 'semidesert', 'semitrimmed']
deiprst ['dipterist', 'dispirited', 'predistress', 'spirited', 'striped', 'stripped', 'tridepside']
delnrsu ['lundress', 'underlessee', 'undersell', 'underseller', 'unruledness', 'unslender', 'unslurred']
efgilnr ['ferling', 'fingerling', 'fireling', 'fleering', 'flinger', 'fringilline', 'refling']
efilrst ['filletster', 'fillister', 'restifle', 'riftless', 'slifter', 'stifler', 'strifeless']
efnorst ['footsoreness', 'fornenst', 'freestone', 'nonforest', 'resoften', 'softener', 'softner']
eghilns ['hingeless', 'shelling', 'shieling', 'shillingless', 'shingle', 'shingles', 'sleighing']
eghinrt ['heightener', 'interright', 'interthing', 'reheighten', 'retighten', 'righten', 'tightener']
egiklns ['killingness', 'kingless', 'kinglessness', 'kingliness', 'signlike', 'skeeling', 'sleeking']
egilmnr ['germling', 'glimmering', 'gremlin', 'millering', 'millinering', 'mingler', 'remingle']
egilnrs ['gingerliness', 'girliness', 'grisliness', 'ringless', 'singler', 'slinger', 'sniggler']
egilnsw ['slewing', 'swelling', 'swingle', 'willingness', 'wingless', 'winglessness', 'wiseling']
ehinprt ['nephrite', 'penthrit', 'penthrite', 'prehnite', 'preinherit', 'trephine', 'trephiner']
ehmoprs ['mesomorph', 'osmophore', 'presophomore', 'sophomore', 'spermophore', 'spermosphere', 'spheromere']
eilmnst ['enlistment', 'instillment', 'limitlessness', 'misentitle', 'sentimentless', 'timelessness', 'timeliness']
eilmrst ['meristele', 'meritless', 'millistere', 'mistressless', 'similiter', 'smirtle', 'telemetrist']
eilnprt ['interpel', 'interrepellent', 'pelletierine', 'printline', 'teleprinter', 'terpilene', 'terreplein']
elprstu ['purslet', 'reputeless', 'sepulture', 'splutter', 'splutterer', 'spurlet', 'spurtle']
emnoprt ['monopteron', 'penetrometer', 'pneometer', 'portment', 'promotement', 'proponement', 'protoneme']
ghinost ['hoisting', 'hosting', 'nothingist', 'onsight', 'shooting', 'soothing', 'stoothing']
ghortuw ['outgrowth', 'outwrought', 'roughwrought', 'thoroughgrowth', 'thoroughwort', 'throughgrow', 'wrought']
gilnost ['glottogonist', 'lostling', 'nonlisting', 'noologist', 'nosologist', 'ontologist', 'slotting']
himoprs ['homomorphism', 'homomorphosis', 'isomorph', 'isomorphism', 'morphosis', 'phosphorism', 'rompish']
imoprst ['impostor', 'impostorism', 'isotropism', 'primost', 'promitosis', 'protoprism', 'tropism']
---- 8 pangrams ----
abenrst ['absenter', 'beansetter', 'bentstar', 'brantness', 'ratsbane', 'reabsent', 'sternebra', 'sternebrae']
acderst ['cadastre', 'decastere', 'desecrate', 'desecrater', 'detractress', 'scattered', 'tessaradecad', 'tesseradecade']
acehprt ['chapter', 'eparchate', 'heptarch', 'patcher', 'prechart', 'preteach', 'repatch', 'tarepatch']
acenprt ['carpent', 'carpenter', 'penetrance', 'preacceptance', 'precant', 'reacceptance', 'receptant', 'repentance']
acimnst ['actinism', 'animastic', 'animatistic', 'animistic', 'antimiasmatic', 'manistic', 'manticism', 'mantistic']
acinrst ['anticrisis', 'inartistic', 'narcissist', 'narcissistic', 'narcist', 'narcistic', 'sacristan', 'transarctic']
adehnrt ['adherent', 'earthenhearted', 'headrent', 'henhearted', 'neatherd', 'tenderheart', 'tenderhearted', 'threaden']
aelmprt ['armplate', 'malapert', 'metaparapteral', 'retrample', 'templar', 'templater', 'trample', 'trampler']
ahiprst ['arhatship', 'harpist', 'hippiatrist', 'paraphrasist', 'phthiriasis', 'starship', 'traship', 'tsarship']
ailmnst ['animalist', 'laminitis', 'latinism', 'staminal', 'stillman', 'tailsman', 'talisman', 'talismanist']
ailmrst ['alarmist', 'alastrim', 'martialism', 'militarism', 'militarist', 'mistral', 'mistrial', 'trialism']
ailprst ['parasital', 'partialist', 'pillarist', 'pistillar', 'spiraltail', 'spritsail', 'sprittail', 'triapsal']
aimprst ['mispart', 'paramastitis', 'parasitism', 'pastrami', 'piratism', 'primitias', 'stimpart', 'trampism']
alnopst ['nasopalatal', 'palatonasal', 'pantaloons', 'postanal', 'postnasal', 'postnatal', 'saltspoon', 'tonoplast']
benrstu ['brunetness', 'brunetteness', 'bruteness', 'stubrunner', 'subrent', 'subtenure', 'subterrene', 'sunburntness']
cdeinrs ['discern', 'discerner', 'discredence', 'iridescence', 'rescind', 'rescinder', 'residence', 'residencer']
cehnort ['chorten', 'coenthrone', 'coherent', 'encrotchet', 'heterochthon', 'noncoherent', 'notcher', 'orthocenter']
ceilprs ['eclipser', 'persilicic', 'pierceless', 'priceless', 'resplice', 'scripless', 'spiricle', 'splicer']
ceimnst ['centesimi', 'incensement', 'meniscitis', 'misincite', 'missentence', 'mnestic', 'scientism', 'tenesmic']
ceiprst ['pericecitis', 'perirectitis', 'preceptist', 'prerestrict', 'prescript', 'receipts', 'rescript', 'triceps']
ceirstv ['cervicitis', 'irrestrictive', 'restrictive', 'secretive', 'veristic', 'veritistic', 'vertices', 'victress']
celnort ['coelectron', 'coelenteron', 'controller', 'electron', 'enterocele', 'enterocoele', 'nonelector', 'recontrol']
celoprt ['coleopter', 'colporter', 'coplotter', 'plectopter', 'precollect', 'precollector', 'prelector', 'proctocele']
celprsu ['crepuscle', 'crepuscule', 'scruple', 'scrupleless', 'scrupler', 'sculper', 'scuppler', 'supersulcus']
cemoprs ['composer', 'compress', 'compressor', 'precompose', 'precompress', 'recompose', 'recomposer', 'recompress']
cenoprt ['coenotrope', 'penteconter', 'precentor', 'preconcept', 'preconcert', 'precontent', 'prepotence', 'protocone']
cenrstu ['currentness', 'curstness', 'curtness', 'encrust', 'uncrest', 'uncurrentness', 'unsecret', 'unsecretness']
cfimnor ['ciconiiform', 'confirm', 'confirmor', 'coniform', 'corniform', 'coroniform', 'forniciform', 'inconfirm']
chilnot ['chincloth', 'chonolith', 'holotonic', 'ichnolitic', 'lincloth', 'loincloth', 'octillionth', 'thionthiolic']
cilorst ['clitoris', 'clitoritis', 'coistril', 'colorist', 'coloristic', 'colostric', 'solicitor', 'torticollis']
dehmort ['hemodrometer', 'hemodromometer', 'hodometer', 'motherdom', 'mothered', 'motherhood', 'orthodome', 'otherdom']
dehnort ['dethrone', 'dethroner', 'heterodont', 'therodont', 'thonder', 'thorned', 'threnode', 'throdden']
dehnrtu ['hundredth', 'rethunder', 'thereunder', 'thunder', 'thunderer', 'unhurted', 'untethered', 'unthundered']
deinprt ['deprint', 'diterpene', 'interdepend', 'interdependent', 'intrepid', 'preindependent', 'preintend', 'printed']
delnpru ['plunder', 'plunderer', 'replunder', 'unplundered', 'unpreluded', 'unpurled', 'unpurpled', 'unrepelled']
efilnrt ['flinter', 'flittern', 'infertile', 'infilter', 'interfertile', 'liferent', 'liferenter', 'nettlefire']
eghilnt ['eightling', 'enlight', 'enlighten', 'enlightening', 'gehlenite', 'lighten', 'lightening', 'thinglet']
eiklnst ['kittenless', 'lentisk', 'nestlike', 'niklesite', 'sentinellike', 'skeletin', 'telekinesis', 'tinsellike']
eilnpst ['episplenitis', 'pestilent', 'pistilline', 'pitilessness', 'plenist', 'spinelet', 'splenitis', 'splitten']
eimnprt ['imperent', 'impertinent', 'imprinter', 'interempire', 'pentremite', 'peppermint', 'reimprint', 'repinement']
eimprst ['impester', 'imprest', 'perimetritis', 'priestism', 'semiperimeter', 'septimetritis', 'spermist', 'stimpert']
ginrstu ['strutting', 'trussing', 'trusting', 'unstirring', 'unstring', 'unstringing', 'untrussing', 'untrusting']
---- 9 pangrams ----
abeglnr ['arrangeable', 'brangle', 'brangler', 'engarble', 'enlargeable', 'generable', 'greenable', 'rearrangeable', 'regnerable']
abelprs ['parsable', 'prebasal', 'pressable', 'relapsable', 'repassable', 'separable', 'sparable', 'spareable', 'sperable']
acdelnr ['calander', 'calendar', 'calendarer', 'calender', 'calenderer', 'candler', 'cradleland', 'encalendar', 'encradle']
acehmnt ['attachment', 'catchment', 'enchantment', 'enhancement', 'hatchetman', 'hatchment', 'manchet', 'nemathece', 'teachment']
acehrst ['catachreses', 'cratches', 'rescratch', 'saccharate', 'scratcher', 'scratches', 'stacher', 'starcher', 'teacheress']
acelnps ['enclasp', 'pallescence', 'peacelessness', 'penanceless', 'pleasance', 'salpacean', 'scalepan', 'scalpeen', 'spancel']
acelprs ['clasper', 'presacral', 'reclasp', 'scalpellar', 'scalper', 'scappler', 'scrapler', 'scrapple', 'scrappler']
aceprst ['acceptress', 'captress', 'esparcet', 'precast', 'scrappet', 'spearcast', 'spectatress', 'spectra', 'treescape']
acilnrt ['altincar', 'antarctical', 'calcitrant', 'intracranial', 'nitranilic', 'tralatician', 'triactinal', 'triclinia', 'triclinial']
acilpst ['aplastic', 'capitalist', 'capitalistic', 'cataplasia', 'cataplasis', 'papalistic', 'papistical', 'plastic', 'plastics']
acinprt ['anatriptic', 'cantrip', 'pancratian', 'pancratic', 'participant', 'patrician', 'practicant', 'practician', 'principiant']
adeglnr ['dangler', 'engarland', 'enlarged', 'ganglander', 'garlandage', 'gladdener', 'glandered', 'gnarled', 'regladden']
aimnrst ['marinist', 'ministrant', 'mistrain', 'straitsman', 'tantrism', 'tarantism', 'transitman', 'transmit', 'transmittant']
ainprst ['anatripsis', 'antiparastatitis', 'aspirant', 'inspirant', 'partisan', 'spirant', 'spraint', 'spraints', 'transprint']
begilns ['beingless', 'beslings', 'blessing', 'eligibleness', 'glibness', 'illegibleness', 'ineligibleness', 'legibleness', 'negligibleness']
belrstu ['bluster', 'blusterer', 'brustle', 'bustler', 'butleress', 'butterless', 'buttressless', 'subletter', 'tuberless']
cdenors ['concernedness', 'condenser', 'condescender', 'crescendo', 'decrescendo', 'noncensored', 'recondense', 'scorned', 'seconder']
